district,date,state,confirmed,active,recovered,deceased,fatality_rate,recovery_rate
Ariyalur,2020-04-21,Tamil Nadu,3,3,0,0,0.0,0.0
Ariyalur,2020-04-22,Tamil Nadu,5,5,0,0,0.0,0.0
Ariyalur,2020-04-23,Tamil Nadu,5,5,0,0,0.0,0.0
Ariyalur,2020-04-24,Tamil Nadu,5,5,0,0,0.0,0.0
Ariyalur,2020-04-25,Tamil Nadu,5,5,0,0,0.0,0.0
Ariyalur,2020-04-26,Tamil Nadu,5,5,0,0,0.0,0.0
Ariyalur,2020-04-27,Tamil Nadu,5,5,0,0,0.0,0.0
Ariyalur,2020-04-28,Tamil Nadu,5,3,2,0,0.0,0.4
Ariyalur,2020-04-29,Tamil Nadu,5,1,4,0,0.0,0.8
Ariyalur,2020-04-30,Tamil Nadu,6,2,4,0,0.0,0.6666666666666666
Ariyalur,2020-05-01,Tamil Nadu,7,3,4,0,0.0,0.5714285714285714
Ariyalur,2020-05-02,Tamil Nadu,25,19,6,0,0.0,0.24
Ariyalur,2020-05-03,Tamil Nadu,27,21,6,0,0.0,0.2222222222222222
Ariyalur,2020-05-04,Tamil Nadu,33,27,6,0,0.0,0.18181818181818182
Ariyalur,2020-05-05,Tamil Nadu,33,27,6,0,0.0,0.18181818181818182
Ariyalur,2020-05-06,Tamil Nadu,221,215,6,0,0.0,0.027149321266968326
Ariyalur,2020-05-07,Tamil Nadu,245,239,6,0,0.0,0.024489795918367346
Ariyalur,2020-05-08,Tamil Nadu,245,239,6,0,0.0,0.024489795918367346
Ariyalur,2020-05-09,Tamil Nadu,261,255,6,0,0.0,0.022988505747126436
Ariyalur,2020-05-10,Tamil Nadu,265,259,6,0,0.0,0.022641509433962263
Ariyalur,2020-05-11,Tamil Nadu,298,292,6,0,0.0,0.020134228187919462
Ariyalur,2020-05-12,Tamil Nadu,334,324,10,0,0.0,0.029940119760479042
Ariyalur,2020-05-13,Tamil Nadu,338,325,13,0,0.0,0.038461538461538464
Ariyalur,2020-05-14,Tamil Nadu,338,325,13,0,0.0,0.038461538461538464
Ariyalur,2020-05-15,Tamil Nadu,348,153,195,0,0.0,0.5603448275862069
Ariyalur,2020-05-16,Tamil Nadu,348,34,314,0,0.0,0.9022988505747126
Ariyalur,2020-05-17,Tamil Nadu,353,25,328,0,0.0,0.9291784702549575
Ariyalur,2020-05-18,Tamil Nadu,355,27,328,0,0.0,0.923943661971831
Ariyalur,2020-05-19,Tamil Nadu,355,10,345,0,0.0,0.971830985915493
Ariyalur,2020-05-20,Tamil Nadu,355,10,345,0,0.0,0.971830985915493
Ariyalur,2020-05-21,Tamil Nadu,355,7,348,0,0.0,0.9802816901408451
Ariyalur,2020-05-22,Tamil Nadu,355,7,348,0,0.0,0.9802816901408451
Ariyalur,2020-05-23,Tamil Nadu,355,7,348,0,0.0,0.9802816901408451
Ariyalur,2020-05-24,Tamil Nadu,356,8,348,0,0.0,0.9775280898876404
Ariyalur,2020-05-25,Tamil Nadu,356,8,348,0,0.0,0.9775280898876404
Ariyalur,2020-05-26,Tamil Nadu,357,9,348,0,0.0,0.9747899159663865
Ariyalur,2020-05-27,Tamil Nadu,362,7,355,0,0.0,0.9806629834254144
Ariyalur,2020-05-28,Tamil Nadu,362,7,355,0,0.0,0.9806629834254144
Ariyalur,2020-05-29,Tamil Nadu,365,10,355,0,0.0,0.9726027397260274
Ariyalur,2020-05-30,Tamil Nadu,365,10,355,0,0.0,0.9726027397260274
Ariyalur,2020-05-31,Tamil Nadu,365,10,355,0,0.0,0.9726027397260274
Ariyalur,2020-06-01,Tamil Nadu,370,15,355,0,0.0,0.9594594594594594
Ariyalur,2020-06-02,Tamil Nadu,370,11,359,0,0.0,0.9702702702702702
Ariyalur,2020-06-03,Tamil Nadu,370,11,359,0,0.0,0.9702702702702702
Ariyalur,2020-06-04,Tamil Nadu,372,13,359,0,0.0,0.9650537634408602
Ariyalur,2020-06-05,Tamil Nadu,374,15,359,0,0.0,0.9598930481283422
Ariyalur,2020-06-06,Tamil Nadu,379,19,360,0,0.0,0.9498680738786279
Ariyalur,2020-06-07,Tamil Nadu,380,20,360,0,0.0,0.9473684210526315
Ariyalur,2020-06-08,Tamil Nadu,381,20,361,0,0.0,0.94750656167979
Ariyalur,2020-06-09,Tamil Nadu,384,23,361,0,0.0,0.9401041666666666
Ariyalur,2020-06-10,Tamil Nadu,384,23,361,0,0.0,0.9401041666666666
Ariyalur,2020-06-11,Tamil Nadu,387,24,363,0,0.0,0.937984496124031
Ariyalur,2020-06-12,Tamil Nadu,391,26,365,0,0.0,0.9335038363171355
Ariyalur,2020-06-13,Tamil Nadu,392,27,365,0,0.0,0.9311224489795918
Ariyalur,2020-06-14,Tamil Nadu,392,20,372,0,0.0,0.9489795918367347
Ariyalur,2020-06-15,Tamil Nadu,393,21,372,0,0.0,0.9465648854961832
Ariyalur,2020-06-16,Tamil Nadu,397,25,372,0,0.0,0.9370277078085643
Ariyalur,2020-06-17,Tamil Nadu,397,23,374,0,0.0,0.9420654911838791
Ariyalur,2020-06-18,Tamil Nadu,400,21,379,0,0.0,0.9475
Ariyalur,2020-06-19,Tamil Nadu,407,23,384,0,0.0,0.9434889434889435
Ariyalur,2020-06-20,Tamil Nadu,414,27,387,0,0.0,0.9347826086956522
Ariyalur,2020-06-21,Tamil Nadu,420,33,387,0,0.0,0.9214285714285714
Ariyalur,2020-06-22,Tamil Nadu,432,45,387,0,0.0,0.8958333333333334
Ariyalur,2020-06-23,Tamil Nadu,432,43,389,0,0.0,0.9004629629629629
Ariyalur,2020-06-24,Tamil Nadu,440,50,390,0,0.0,0.8863636363636364
Ariyalur,2020-06-25,Tamil Nadu,450,59,391,0,0.0,0.8688888888888889
Ariyalur,2020-06-26,Tamil Nadu,454,63,391,0,0.0,0.8612334801762115
Ariyalur,2020-06-27,Tamil Nadu,458,64,394,0,0.0,0.8602620087336245
Ariyalur,2020-06-28,Tamil Nadu,461,67,394,0,0.0,0.8546637744034707
Ariyalur,2020-06-29,Tamil Nadu,462,58,404,0,0.0,0.8744588744588745
Ariyalur,2020-06-30,Tamil Nadu,462,44,418,0,0.0,0.9047619047619048
Ariyalur,2020-07-01,Tamil Nadu,463,38,425,0,0.0,0.91792656587473
Ariyalur,2020-07-02,Tamil Nadu,463,38,425,0,0.0,0.91792656587473
Ariyalur,2020-07-03,Tamil Nadu,463,38,425,0,0.0,0.91792656587473
Ariyalur,2020-07-04,Tamil Nadu,466,27,439,0,0.0,0.9420600858369099
Ariyalur,2020-07-05,Tamil Nadu,468,21,447,0,0.0,0.9551282051282052
Ariyalur,2020-07-06,Tamil Nadu,475,26,449,0,0.0,0.9452631578947368
Ariyalur,2020-07-07,Tamil Nadu,475,23,452,0,0.0,0.9515789473684211
Ariyalur,2020-07-08,Tamil Nadu,487,30,457,0,0.0,0.9383983572895277
Ariyalur,2020-07-09,Tamil Nadu,492,34,458,0,0.0,0.9308943089430894
Ariyalur,2020-07-10,Tamil Nadu,497,38,459,0,0.0,0.9235412474849095
Chengalpattu,2020-04-21,Tamil Nadu,53,53,0,0,0.0,0.0
Chengalpattu,2020-04-22,Tamil Nadu,53,53,0,0,0.0,0.0
Chengalpattu,2020-04-23,Tamil Nadu,54,54,0,0,0.0,0.0
Chengalpattu,2020-04-24,Tamil Nadu,54,54,0,0,0.0,0.0
Chengalpattu,2020-04-25,Tamil Nadu,55,55,0,0,0.0,0.0
Chengalpattu,2020-04-26,Tamil Nadu,55,55,0,0,0.0,0.0
Chengalpattu,2020-04-27,Tamil Nadu,55,55,0,0,0.0,0.0
Chengalpattu,2020-04-28,Tamil Nadu,67,27,40,0,0.0,0.5970149253731343
Chengalpattu,2020-04-29,Tamil Nadu,71,28,43,0,0.0,0.6056338028169014
Chengalpattu,2020-04-30,Tamil Nadu,76,27,48,1,0.013157894736842105,0.631578947368421
Chengalpattu,2020-05-01,Tamil Nadu,84,35,48,1,0.011904761904761904,0.5714285714285714
Chengalpattu,2020-05-02,Tamil Nadu,89,39,48,2,0.02247191011235955,0.5393258426966292
Chengalpattu,2020-05-03,Tamil Nadu,90,40,48,2,0.022222222222222223,0.5333333333333333
Chengalpattu,2020-05-04,Tamil Nadu,94,44,48,2,0.02127659574468085,0.5106382978723404
Chengalpattu,2020-05-05,Tamil Nadu,130,79,49,2,0.015384615384615385,0.3769230769230769
Chengalpattu,2020-05-06,Tamil Nadu,139,88,49,2,0.014388489208633094,0.35251798561151076
Chengalpattu,2020-05-07,Tamil Nadu,152,101,49,2,0.013157894736842105,0.3223684210526316
Chengalpattu,2020-05-08,Tamil Nadu,178,127,49,2,0.011235955056179775,0.2752808988764045
Chengalpattu,2020-05-09,Tamil Nadu,218,165,51,2,0.009174311926605505,0.23394495412844038
Chengalpattu,2020-05-10,Tamil Nadu,261,202,56,3,0.011494252873563218,0.21455938697318008
Chengalpattu,2020-05-11,Tamil Nadu,351,283,65,3,0.008547008547008548,0.18518518518518517
Chengalpattu,2020-05-12,Tamil Nadu,386,317,66,3,0.007772020725388601,0.17098445595854922
Chengalpattu,2020-05-13,Tamil Nadu,411,342,66,3,0.0072992700729927005,0.16058394160583941
Chengalpattu,2020-05-14,Tamil Nadu,420,350,67,3,0.007142857142857143,0.1595238095238095
Chengalpattu,2020-05-15,Tamil Nadu,450,379,68,3,0.006666666666666667,0.1511111111111111
Chengalpattu,2020-05-16,Tamil Nadu,463,384,76,3,0.0064794816414686825,0.16414686825053995
Chengalpattu,2020-05-17,Tamil Nadu,491,301,187,3,0.006109979633401222,0.38085539714867617
Chengalpattu,2020-05-18,Tamil Nadu,534,343,188,3,0.0056179775280898875,0.352059925093633
Chengalpattu,2020-05-19,Tamil Nadu,556,363,190,3,0.00539568345323741,0.34172661870503596
Chengalpattu,2020-05-20,Tamil Nadu,617,421,193,3,0.004862236628849271,0.31280388978930307
Chengalpattu,2020-05-21,Tamil Nadu,651,415,233,3,0.004608294930875576,0.3579109062980031
Chengalpattu,2020-05-22,Tamil Nadu,691,454,233,4,0.005788712011577424,0.33719247467438496
Chengalpattu,2020-05-23,Tamil Nadu,730,481,245,4,0.005479452054794521,0.3356164383561644
Chengalpattu,2020-05-24,Tamil Nadu,776,518,253,5,0.006443298969072165,0.32603092783505155
Chengalpattu,2020-05-25,Tamil Nadu,830,569,255,6,0.007228915662650603,0.3072289156626506
Chengalpattu,2020-05-26,Tamil Nadu,853,588,258,7,0.008206330597889801,0.30246189917936694
Chengalpattu,2020-05-27,Tamil Nadu,883,480,395,8,0.009060022650056626,0.44733861834654587
Chengalpattu,2020-05-28,Tamil Nadu,928,517,403,8,0.008620689655172414,0.43426724137931033
Chengalpattu,2020-05-29,Tamil Nadu,993,541,443,9,0.00906344410876133,0.446122860020141
Chengalpattu,2020-05-30,Tamil Nadu,1087,495,583,9,0.00827966881324747,0.5363385464581417
Chengalpattu,2020-05-31,Tamil Nadu,1172,553,610,9,0.007679180887372013,0.5204778156996587
Chengalpattu,2020-06-01,Tamil Nadu,1220,596,615,9,0.007377049180327869,0.5040983606557377
Chengalpattu,2020-06-02,Tamil Nadu,1302,631,661,10,0.007680491551459293,0.5076804915514593
Chengalpattu,2020-06-03,Tamil Nadu,1363,682,671,10,0.007336757153338224,0.49229640498899485
Chengalpattu,2020-06-04,Tamil Nadu,1537,845,678,14,0.009108653220559532,0.44111906310995447
Chengalpattu,2020-06-05,Tamil Nadu,1623,920,689,14,0.00862600123228589,0.42452248921749847
Chengalpattu,2020-06-06,Tamil Nadu,1718,941,763,14,0.008149010477299184,0.44412107101280557
Chengalpattu,2020-06-07,Tamil Nadu,1853,1053,785,15,0.008094981111710739,0.42363734484619536
Chengalpattu,2020-06-08,Tamil Nadu,1988,1185,788,15,0.007545271629778672,0.3963782696177062
Chengalpattu,2020-06-09,Tamil Nadu,2146,1248,883,15,0.006989748369058714,0.4114631873252563
Chengalpattu,2020-06-10,Tamil Nadu,2328,1413,897,18,0.007731958762886598,0.3853092783505155
Chengalpattu,2020-06-11,Tamil Nadu,2444,1521,903,20,0.008183306055646482,0.36947626841243864
Chengalpattu,2020-06-12,Tamil Nadu,2569,1405,1142,22,0.008563643441027637,0.4445309458933437
Chengalpattu,2020-06-13,Tamil Nadu,2705,1532,1150,23,0.008502772643253234,0.42513863216266173
Chengalpattu,2020-06-14,Tamil Nadu,2882,1603,1255,24,0.008327550312283136,0.4354614850798057
Chengalpattu,2020-06-15,Tamil Nadu,3005,1690,1288,27,0.008985024958402662,0.4286189683860233
Chengalpattu,2020-06-16,Tamil Nadu,3108,1577,1501,30,0.009652509652509652,0.48294723294723296
Chengalpattu,2020-06-17,Tamil Nadu,3271,1641,1597,33,0.010088657902782024,0.48822989911342096
Chengalpattu,2020-06-18,Tamil Nadu,3285,1552,1695,38,0.01156773211567732,0.5159817351598174
Chengalpattu,2020-06-19,Tamil Nadu,3432,1636,1755,41,0.011946386946386946,0.5113636363636364
Chengalpattu,2020-06-20,Tamil Nadu,3620,1744,1831,45,0.012430939226519336,0.5058011049723757
Chengalpattu,2020-06-21,Tamil Nadu,3745,1763,1933,49,0.013084112149532711,0.5161548731642189
Chengalpattu,2020-06-22,Tamil Nadu,3872,1851,1968,53,0.01368801652892562,0.5082644628099173
Chengalpattu,2020-06-23,Tamil Nadu,4030,1946,2027,57,0.014143920595533498,0.5029776674937966
Chengalpattu,2020-06-24,Tamil Nadu,4202,1826,2316,60,0.014278914802475012,0.5511661113755355
Chengalpattu,2020-06-25,Tamil Nadu,4407,1987,2355,65,0.014749262536873156,0.5343771272974813
Chengalpattu,2020-06-26,Tamil Nadu,4651,2120,2463,68,0.014620511717910126,0.5295635347237153
Chengalpattu,2020-06-27,Tamil Nadu,4911,2247,2589,75,0.015271838729383017,0.5271838729383018
Chengalpattu,2020-06-28,Tamil Nadu,5051,2327,2644,80,0.015838447832112454,0.5234607008513166
Chengalpattu,2020-06-29,Tamil Nadu,5242,2505,2650,87,0.01659671880961465,0.5055322396032049
Chengalpattu,2020-06-30,Tamil Nadu,5419,2666,2661,92,0.016977302085255584,0.4910500092267946
Chengalpattu,2020-07-01,Tamil Nadu,5648,2792,2762,94,0.016643059490084985,0.4890226628895184
Chengalpattu,2020-07-02,Tamil Nadu,5807,2697,3014,96,0.016531771999311176,0.5190287583950405
Chengalpattu,2020-07-03,Tamil Nadu,6139,2920,3113,106,0.017266655807134712,0.5070858446000978
Chengalpattu,2020-07-04,Tamil Nadu,6355,3024,3220,111,0.01746656176239182,0.5066876475216365
Chengalpattu,2020-07-05,Tamil Nadu,6633,3069,3445,119,0.01794060003015227,0.5193728328056686
Chengalpattu,2020-07-06,Tamil Nadu,6853,2959,3766,128,0.018677951262220924,0.5495403472931563
Chengalpattu,2020-07-07,Tamil Nadu,6942,2852,3954,136,0.01959089599539038,0.5695764909248056
Chengalpattu,2020-07-08,Tamil Nadu,7215,3032,4045,138,0.019126819126819128,0.5606375606375607
Chengalpattu,2020-07-09,Tamil Nadu,7386,3042,4199,145,0.019631735716219876,0.5685079880855672
Chengalpattu,2020-07-10,Tamil Nadu,7635,3128,4355,152,0.01990831696136215,0.5703994760969221
Chennai,2020-04-21,Tamil Nadu,363,264,99,0,0.0,0.2727272727272727
Chennai,2020-04-22,Tamil Nadu,378,279,99,0,0.0,0.2619047619047619
Chennai,2020-04-23,Tamil Nadu,405,306,99,0,0.0,0.24444444444444444
Chennai,2020-04-24,Tamil Nadu,457,358,99,0,0.0,0.21663019693654267
Chennai,2020-04-25,Tamil Nadu,500,401,99,0,0.0,0.198
Chennai,2020-04-26,Tamil Nadu,528,429,99,0,0.0,0.1875
Chennai,2020-04-27,Tamil Nadu,575,476,99,0,0.0,0.17217391304347826
Chennai,2020-04-28,Tamil Nadu,678,475,195,8,0.011799410029498525,0.28761061946902655
Chennai,2020-04-29,Tamil Nadu,772,548,210,14,0.018134715025906734,0.27202072538860106
Chennai,2020-04-30,Tamil Nadu,910,681,214,15,0.016483516483516484,0.23516483516483516
Chennai,2020-05-01,Tamil Nadu,1086,848,222,16,0.014732965009208104,0.20441988950276244
Chennai,2020-05-02,Tamil Nadu,1260,1020,223,17,0.013492063492063493,0.176984126984127
Chennai,2020-05-03,Tamil Nadu,1463,1196,250,17,0.01161995898838004,0.17088174982911825
Chennai,2020-05-04,Tamil Nadu,1729,1444,267,18,0.010410641989589358,0.15442452284557548
Chennai,2020-05-05,Tamil Nadu,2007,1668,319,20,0.009965122072745391,0.158943697060289
Chennai,2020-05-06,Tamil Nadu,2331,1979,330,22,0.009438009438009438,0.14157014157014158
Chennai,2020-05-07,Tamil Nadu,2647,2285,339,23,0.008689081979599547,0.1280695126558368
Chennai,2020-05-08,Tamil Nadu,3046,2647,374,25,0.008207485226526593,0.12278397898883782
Chennai,2020-05-09,Tamil Nadu,3325,2752,545,28,0.008421052631578947,0.16390977443609023
Chennai,2020-05-10,Tamil Nadu,3834,3166,639,29,0.007563901930099113,0.16666666666666666
Chennai,2020-05-11,Tamil Nadu,4372,3633,706,33,0.007548032936870997,0.1614821591948765
Chennai,2020-05-12,Tamil Nadu,4882,4093,749,40,0.00819336337566571,0.15342072920934044
Chennai,2020-05-13,Tamil Nadu,5262,4470,749,43,0.008171797795515013,0.14234131508931966
Chennai,2020-05-14,Tamil Nadu,5625,4822,758,45,0.008,0.13475555555555555
Chennai,2020-05-15,Tamil Nadu,5947,5115,783,49,0.008239448461409114,0.1316630233731293
Chennai,2020-05-16,Tamil Nadu,6279,5025,1202,52,0.008281573498964804,0.19143175664914797
Chennai,2020-05-17,Tamil Nadu,6761,5231,1476,54,0.007986984173938767,0.21831090075432627
Chennai,2020-05-18,Tamil Nadu,7125,5468,1600,57,0.008,0.22456140350877193
Chennai,2020-05-19,Tamil Nadu,7677,5696,1922,59,0.007685293734531718,0.2503582128435587
Chennai,2020-05-20,Tamil Nadu,8234,5350,2823,61,0.00740830701967452,0.34284673305805197
Chennai,2020-05-21,Tamil Nadu,8801,5685,3048,68,0.007726394727871832,0.34632428133166687
Chennai,2020-05-22,Tamil Nadu,9370,5527,3773,70,0.007470651013874066,0.40266808964781214
Chennai,2020-05-23,Tamil Nadu,9995,5869,4051,75,0.007503751875937969,0.40530265132566284
Chennai,2020-05-24,Tamil Nadu,10582,5657,4844,81,0.007654507654507654,0.45775845775845775
Chennai,2020-05-25,Tamil Nadu,11131,5909,5135,87,0.007816009343275537,0.46132422962896413
Chennai,2020-05-26,Tamil Nadu,11641,6055,5492,94,0.008074907653981616,0.4717807748475217
Chennai,2020-05-27,Tamil Nadu,12198,6300,5800,98,0.008034103951467454,0.47548778488276766
Chennai,2020-05-28,Tamil Nadu,12757,6344,6304,109,0.00854432860390374,0.49416006898173553
Chennai,2020-05-29,Tamil Nadu,13379,6368,6895,116,0.008670304208087301,0.5153598923686374
Chennai,2020-05-30,Tamil Nadu,13995,6552,7321,122,0.00871739907109682,0.523115398356556
Chennai,2020-05-31,Tamil Nadu,14799,6776,7891,132,0.008919521589296575,0.5332117034934792
Chennai,2020-06-01,Tamil Nadu,15766,7444,8181,141,0.008943295699606748,0.5189014334644171
Chennai,2020-06-02,Tamil Nadu,16575,7868,8554,153,0.009230769230769232,0.516078431372549
Chennai,2020-06-03,Tamil Nadu,17587,8400,9034,153,0.008699607664752375,0.5136748734860976
Chennai,2020-06-04,Tamil Nadu,18693,9067,9459,167,0.008933825496175038,0.5060182956186808
Chennai,2020-06-05,Tamil Nadu,19809,9420,10210,179,0.009036296632843657,0.5154222828007471
Chennai,2020-06-06,Tamil Nadu,20955,10185,10572,198,0.009448818897637795,0.5045096635647817
Chennai,2020-06-07,Tamil Nadu,22111,10944,10954,213,0.009633214237257473,0.49540952467097826
Chennai,2020-06-08,Tamil Nadu,23298,11817,11256,225,0.00965748132886943,0.4831315992789081
Chennai,2020-06-09,Tamil Nadu,24545,12574,11730,241,0.00981870034630271,0.4778977388470157
Chennai,2020-06-10,Tamil Nadu,25937,13089,12591,257,0.009908624744573389,0.48544550256390484
Chennai,2020-06-11,Tamil Nadu,27398,13314,13808,276,0.010073728009343749,0.5039783925834003
Chennai,2020-06-12,Tamil Nadu,28924,13910,14723,291,0.010060849121836538,0.509023648181441
Chennai,2020-06-13,Tamil Nadu,30444,14183,15947,314,0.010314019182761792,0.5238142162659309
Chennai,2020-06-14,Tamil Nadu,31896,14671,16881,344,0.010785051417105593,0.5292513167795335
Chennai,2020-06-15,Tamil Nadu,33244,15389,17476,379,0.01140055348333534,0.5256888461075683
Chennai,2020-06-16,Tamil Nadu,34245,15261,18565,419,0.012235362826690029,0.5421229376551321
Chennai,2020-06-17,Tamil Nadu,35556,16071,19027,458,0.01288108898638767,0.5351276859039262
Chennai,2020-06-18,Tamil Nadu,37070,16886,19686,498,0.013434043701106015,0.5310493660642028
Chennai,2020-06-19,Tamil Nadu,38327,16703,21098,526,0.013724006574999347,0.5504735565006392
Chennai,2020-06-20,Tamil Nadu,39641,17289,21796,556,0.014025882293584925,0.5498347670341314
Chennai,2020-06-21,Tamil Nadu,41172,17687,22887,598,0.014524434081414553,0.5558874963567473
Chennai,2020-06-22,Tamil Nadu,42752,18376,23756,620,0.014502245508982036,0.5556699101796407
Chennai,2020-06-23,Tamil Nadu,44205,18893,24670,642,0.014523243976925688,0.558081664970026
Chennai,2020-06-24,Tamil Nadu,45814,18677,26472,665,0.014515213690138386,0.5778146418125464
Chennai,2020-06-25,Tamil Nadu,47650,18973,27986,691,0.014501573976915006,0.5873242392444911
Chennai,2020-06-26,Tamil Nadu,49690,20140,28823,727,0.01463071040450795,0.5800563493660696
Chennai,2020-06-27,Tamil Nadu,51699,19881,31045,773,0.014951933306253506,0.6004951739878914
Chennai,2020-06-28,Tamil Nadu,53762,21098,31858,806,0.014992001785647855,0.5925746810014508
Chennai,2020-06-29,Tamil Nadu,55969,21685,33441,843,0.015061909271203702,0.5974914684914864
Chennai,2020-06-30,Tamil Nadu,58327,22614,34828,885,0.015173075933958544,0.5971162583366194
Chennai,2020-07-01,Tamil Nadu,60533,22781,36826,926,0.015297441065204103,0.6083623808501148
Chennai,2020-07-02,Tamil Nadu,62598,22690,38947,961,0.01535192817661906,0.6221764273618966
Chennai,2020-07-03,Tamil Nadu,64689,23585,40111,993,0.015350368687102907,0.6200590517707802
Chennai,2020-07-04,Tamil Nadu,66538,24199,41309,1030,0.015479876160990712,0.6208332080916168
Chennai,2020-07-05,Tamil Nadu,68254,24894,42309,1051,0.015398364930993055,0.6198757581973218
Chennai,2020-07-06,Tamil Nadu,70017,24056,44882,1079,0.015410543153805504,0.6410157533170516
Chennai,2020-07-07,Tamil Nadu,71230,22378,47735,1117,0.015681594833637513,0.6701530254106416
Chennai,2020-07-08,Tamil Nadu,72500,21770,49587,1143,0.01576551724137931,0.6839586206896552
Chennai,2020-07-09,Tamil Nadu,73728,20275,52287,1166,0.015814887152777776,0.7091878255208334
Chennai,2020-07-10,Tamil Nadu,74969,18620,55156,1193,0.015913244140911578,0.7357174298710134
Coimbatore,2020-04-21,Tamil Nadu,134,59,75,0,0.0,0.5597014925373134
Coimbatore,2020-04-22,Tamil Nadu,134,59,75,0,0.0,0.5597014925373134
Coimbatore,2020-04-23,Tamil Nadu,134,59,75,0,0.0,0.5597014925373134
Coimbatore,2020-04-24,Tamil Nadu,141,66,75,0,0.0,0.5319148936170213
Coimbatore,2020-04-25,Tamil Nadu,141,66,75,0,0.0,0.5319148936170213
Coimbatore,2020-04-26,Tamil Nadu,141,66,75,0,0.0,0.5319148936170213
Coimbatore,2020-04-27,Tamil Nadu,141,66,75,0,0.0,0.5319148936170213
Coimbatore,2020-04-28,Tamil Nadu,141,21,120,0,0.0,0.851063829787234
Coimbatore,2020-04-29,Tamil Nadu,141,20,121,0,0.0,0.8581560283687943
Coimbatore,2020-04-30,Tamil Nadu,141,16,125,0,0.0,0.8865248226950354
Coimbatore,2020-05-01,Tamil Nadu,141,14,127,0,0.0,0.900709219858156
Coimbatore,2020-05-02,Tamil Nadu,142,15,127,0,0.0,0.8943661971830986
Coimbatore,2020-05-03,Tamil Nadu,146,12,133,1,0.00684931506849315,0.910958904109589
Coimbatore,2020-05-04,Tamil Nadu,146,12,133,1,0.00684931506849315,0.910958904109589
Coimbatore,2020-05-05,Tamil Nadu,146,5,140,1,0.00684931506849315,0.958904109589041
Coimbatore,2020-05-06,Tamil Nadu,146,5,140,1,0.00684931506849315,0.958904109589041
Coimbatore,2020-05-07,Tamil Nadu,146,5,140,1,0.00684931506849315,0.958904109589041
Coimbatore,2020-05-08,Tamil Nadu,146,5,140,1,0.00684931506849315,0.958904109589041
Coimbatore,2020-05-09,Tamil Nadu,146,5,140,1,0.00684931506849315,0.958904109589041
Coimbatore,2020-05-10,Tamil Nadu,146,5,140,1,0.00684931506849315,0.958904109589041
Coimbatore,2020-05-11,Tamil Nadu,146,5,140,1,0.00684931506849315,0.958904109589041
Coimbatore,2020-05-12,Tamil Nadu,146,5,140,1,0.00684931506849315,0.958904109589041
Coimbatore,2020-05-13,Tamil Nadu,146,1,144,1,0.00684931506849315,0.9863013698630136
Coimbatore,2020-05-14,Tamil Nadu,146,1,144,1,0.00684931506849315,0.9863013698630136
Coimbatore,2020-05-15,Tamil Nadu,146,1,144,1,0.00684931506849315,0.9863013698630136
Coimbatore,2020-05-16,Tamil Nadu,146,1,144,1,0.00684931506849315,0.9863013698630136
Coimbatore,2020-05-17,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-18,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-19,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-20,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-21,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-22,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-23,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-24,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-25,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-26,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-27,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-28,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-29,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-30,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-05-31,Tamil Nadu,145,0,144,1,0.006896551724137931,0.993103448275862
Coimbatore,2020-06-01,Tamil Nadu,150,5,144,1,0.006666666666666667,0.96
Coimbatore,2020-06-02,Tamil Nadu,150,5,144,1,0.006666666666666667,0.96
Coimbatore,2020-06-03,Tamil Nadu,159,14,144,1,0.006289308176100629,0.9056603773584906
Coimbatore,2020-06-04,Tamil Nadu,153,8,144,1,0.006535947712418301,0.9411764705882353
Coimbatore,2020-06-05,Tamil Nadu,153,8,144,1,0.006535947712418301,0.9411764705882353
Coimbatore,2020-06-06,Tamil Nadu,156,10,145,1,0.00641025641025641,0.9294871794871795
Coimbatore,2020-06-07,Tamil Nadu,159,13,145,1,0.006289308176100629,0.9119496855345912
Coimbatore,2020-06-08,Tamil Nadu,161,13,147,1,0.006211180124223602,0.9130434782608695
Coimbatore,2020-06-09,Tamil Nadu,166,18,147,1,0.006024096385542169,0.8855421686746988
Coimbatore,2020-06-10,Tamil Nadu,167,19,147,1,0.005988023952095809,0.8802395209580839
